en	zo
“Behold, I come like a thief! Blessed is he who stays awake and keeps his clothes with him, so that he may not go naked and be shamefully exposed.”	(“Na ngai un! Guta bangin kei ka hong pai hi. Mihon lakah guaktangin pai-in maizumna a ngahkhak loh nadingun a puante uh kemin, pilvang khuaphawkin a om mite a hampha ahi uh hi.”)
The city does not need the sun or the moon to shine on it, for the glory of God gives it light, and the Lamb is its lamp.	Pasian’ minthanna vang pen khuavak hi a, Tuuno zong meivak hi khin ahih manin tua khuapi in nitaang le khataang cihte kisam lo hi.
But the LORD God called to the man, “Where are you?”	Ahih hangin Topa Pasian in mipa samin ama kiangah, “Koi lai-ah om na hi hiam?” a ci hi.
he stood at the entrance to the camp and said, “Whoever is for the LORD, come to me.” And all the Levites rallied to him.	giahphual kongpi sungah Moses ding a, “ Topa’ lamah kua teng om na hi uh hiam? Kei’ kiangah hong pai un,” a ci hi. Levi mite khempeuh ama kiangah hong kikaikhawm uh hi.
“See now that I myself am He! There is no god besides Me. I put to death and I bring to life, I have wounded and I will heal, and no one can deliver from My hand.	‘Tu-in thei un, keimah a kici pa pen kei ka hi a, kei simloh pasian dang kuamah om lo hi. Ka that a, ka nungtasak hi. Ka liamsak a, ka damsak hi. Ka khutsung pan a honkhiazo kuamah om lo hi.
Some trust in chariots and some in horses, but we trust in the name of the LORD our God.	Mi pawlkhat in leengte kihihsakpih a, mi pawlkhat in sakolte kihihsakpih hi. Ahih hangin eite in Topa i Pasian’ min bek i kihihsakpih hi.
Worship the LORD with gladness; come before Him with joyful songs.	Lungdamna tawh Topa’ na sem un. Ama omna-ah la sa kawmin hong pai un.
Where there is no vision, the people cast off restraint; but blessed is he who keeps the law.	Pasian’ lamlahna a kizuih lohna gamah gam sung mite phengtat gawp uh hi. Pasian’ thukham a zui mite ahihleh a lungdam uh hi.
But your iniquities have separated you from your God; your sins have hidden His face from you, so that He will not hear.	Ahih hangin note’ mawhnate in note le na Pasian uh kikhenna hong piangsak a, amah in note’ aw hong zak theih loh nadingin na khialhnate un ama maitang liah hi.
but let him who boasts boast in this, that he understands and knows Me, that I am the LORD, who exercises loving devotion, justice, and righteousness on the earth—for I delight in these things,” declares the LORD.	A kisatheite in, keimah, leitungah migitna, thuman le thutang a zang ka hihna le tuate sungah nuam a sapa ka hihna thu hong theihna uhah kisathei uh hen. Topa in hih thu kong gen khin hi,” a ci hi.
just as the Son of Man did not come to be served, but to serve, and to give His life as a ransom for many.”	Mihing Tapa zong nasem nei dingin hong pai hi loin mi dangte a’ ding na semin, mi tampi tat nading a si dingin a hong pai ahih mah bangin note zong a tuaci ding na hi uh hi,” a ci hi.
Peace I leave with you; My peace I give to you. I do not give to you as the world gives. Do not let your hearts be troubled and do not be afraid.	Note tungah keima neih bang lungnopna ka hong pia ding hi. Tua ka hong piak ding lungnopna pen leitung mite in a piaktheih a kip lo lungnopnate pawl hi lo hi. Tua ahih manin lau kei unla, zong lungkham kei un.
What then shall we say in response to these things? If God is for us, who can be against us?	Hih teng bang ahih khit ciangin bang gen ding om nawn ahi hiam? Pasian in eite hong koppih peuh leh kua in eite hong zozo ding ahi hiam?
But thanks be to God, who gives us the victory through our Lord Jesus Christ!	Ahi zongin i Topa Jesuh Khrih hangin gualzawhna a hong pia Pasian tungah i lung a dam hi.
made us alive with Christ even when we were dead in our trespasses. It is by grace you have been saved!	i mawhna hangin kha thu tawh kisai-in misi ihih laitakin Khrih tawh eite hong nungtasak hi. Pasian’ hehpihna hangin hotkhiatna a ngah thei ihi hi.
Rejoice in the Lord always. I will say it again: Rejoice!	Topa sungah lungdam tawntung un, ka hong cihsa bangin tu-in zong lungdam un, ka hong ci kik hi.
But if we have food and clothing, we will be content with these.	Tua ahih manin annek tuidawn, nikten puansilh i neih nakleh a phazo ahi hi.
All these people died in faith, without having received the things they were promised. However, they saw them and welcomed them from a distance. And they admitted that they were aliens and strangers on earth.	Hih mite khempeuh in amaute tungah piak dingin Pasian’ ciam thute ngah nai lo uh a, gamlapi-ah a omlai galmuhin hopih thei bek uh a, hih leitungah khualmi peemta hi lel hang, ci-in kitheihna tawh omin a upna mah uh tawh a si uh hi.
But the one who looks intently into the perfect law that gives freedom, and continues to do this—not forgetting what he has heard, but doing it—he will be blessed in what he does.	Ahi zongin mite a suaktasak thei thukham cingtaak hoihtakin a et khit ciangin a thu ngai-in a mangngilh pah hi loin, hoihtakin ngaihsun tawntungin a zuite pen a sepna khempeuh uhah Pasian in thupha a pia ding hi.
Beloved, I urge you as aliens and strangers in the world to abstain from sinful desires, which wage war against your soul.	Ka itte aw, hih leitungah gamdang mi, a peempak bangin kingaihsun unla, na kha nuntakna uh tawh a kilehngat pumpi’ deihnate na kikham un.
Then one of the elders said to me, “Do not weep! Behold, the Lion of the tribe of Judah, the Root of David, has triumphed. He is able to open the scroll and its seven seals.”	Tua laitakin upate khat in kei kiangah, “Kap kei in. Judah minam sung panin Humpinelkai, David suan sung panin a lianpa gualzo khinta a, tua laizial ciaptehna sagihte lakhia-in a laizial phelthei ding hi,” a hong ci hi.
because Abraham obeyed My voice and kept My charge, My commandments, My statutes, and My laws.”	Bang hang hiam cih leh Abraham in ka thu mangin, ka sawlna, ka thupiakna, ka ngeina kip le ka thu zui hi,” a ci hi.
But you are to select from all the people able men, God-fearing, trustworthy, and hating dishonest gain. Appoint them over the people as leaders of thousands, hundreds, fifties, and tens.	Tua tham loin, mi khempeuh lak panin Pasian a zahtak mi, a muanhuai mi le sumgolh a mudah mi, mi siamte na teelkhia ding hi. Tua bang mite pen a tul, a za, a sawmnga, a sawmte tungah a uk dingin na koih ding hi.
“Speak to the entire congregation of Israel and tell them: ‘Be holy, because I, the LORD your God, am holy.	“Israel mihonte khempeuh kiangah hih bangin gen in: Note na siangtho ding uh hi; bang hang hiam cih leh Topa note’ Pasian keimah ka siangtho hi.
But the LORD said to Moses, “Is the LORD’s arm too short? Now you will see whether or not My word comes true for you.”	Topa in Moses kiangah, “ Topa’ hih theih ding zah kiciangtan sa na hi hiam? Ka thugen a manin hong tun leh hong tun loh tu-in na mu ding hi,” a ci hi.
For the LORD your God is the One who goes with you to fight for you against your enemies to give you victory.”	Bang hang hiam cih leh note tungah gualzawhna a hong pia ding, na langte uh hong dosak dingin note tawh hong kuan khawm pa pen Topa na Pasian uh ahi hi,’ ci ding hi.
But be very careful to keep the commandment and the law that Moses the servant of the LORD gave you: to love the LORD your God, to walk in all His ways, to keep His commandments, to hold fast to Him, and to serve Him with all your heart and with all your soul.”	Topa’ nasem Moses in note hong piak thupiakna le thukham ahi, Topa na Pasian uh it ding, ama lampi khempeuh zuih ding, ama thupiakte zuih ding, amah belh ding, le na lungsim khempeuh uh le na nuntakna khempeuh uh tawh ama na na sep ding uh limtakin ngaihsun un,” a ci hi.
So they put away the foreign gods from among them and served the LORD. And He could no longer bear Israel’s misery.	Tua ahih ciangin amaute in amau’ lak panin gamdang pasian-te koih khia-in Topa a bia uh hi. Tua ahih ciangin Israel-te’ gentheihna ah amah a dah hi.
“Therefore the LORD, the God of Israel, declares: ‘I did indeed say that your house and the house of your father would walk before Me forever.’ But now the LORD declares: ‘Far be it from Me! For I will honor those who honor Me, but those who despise Me will be disdained.	Tua ahih ciangin Israel-te’ Pasian, Topa in thu hong genin: ‘Nangma innkuan le na behte keima mai-ah sungtumin pusuak tawntung ding hi, ci-in thu ka ciamsa hi,’ ci hi. Ahih hangin tu-in Topa in thu genin: ‘Tua bang hi nawn lo ding hi. Bang hang hiam cih leh kei hong pahtawite ka pahtawi ding a, kei hong simmawhte ka simmawh ding hi.
Is not my house right with God? For He has made with me an everlasting covenant, arranged and secured in every part. Surely He will not make all my salvation and every desire grow?	Hi hi, ka innkuan zong Pasian tawh tua bangmah hi lo ahi hiam? Bang hang hiam cih leh amah in tawntung thuciamna kei tawh hong bawl a, na khempeuh a hoih a kipin hih hi. Bang hang hiam cih leh keimah hong huhin, ka deihna khempeuh tangtungsak ding hi lo ahi hiam?
“Blessed be the LORD, who has given rest to His people Israel according to all that He promised. Not one word has failed of all the good promises He made through His servant Moses.	“Ama hong ciamsa khempeuh tawh kizui-in ama mi Israel-te tungah tawlngakna a pia Topa in thupha ngah ta hen! A nasempa Moses tungtawnin a gensa ama thuciam hoihte khempeuh kam khat zong maimawk lo hi.
But the LORD was gracious to them and had compassion on them, and He turned toward them because of His covenant with Abraham, Isaac, and Jacob. And to this day, He has been unwilling to destroy them or banish them from His presence.	Ahih hangin Topa in amaute hehpihin amaute khasiat a, Abraham, Isaac, le Jakob tawh a thuciamna hangin amaute lamah amah kihei a, amaute nusia lo hi. Tu dongin zong ama mite mangngilh lo hi.
David also said to his son Solomon, “Be strong and courageous, and do the work. Do not be afraid or discouraged, for the LORD God, my God, is with you. He will not fail you or forsake you until all the work for the service of the house of the LORD is finished.	Tua ciangin David in a tapa Solomon kiangah, “Thakhauhin hang inla sem in. Lau kei in; bang hang hiam cih leh Topa Pasian, keima Pasian nangawn nang tawh hong om hi. Topa’ biakinn sung nasepna khempeuh a kizawh matengin amah in nang hong tamasak lo ding a, hong nusia lo ding hi.
He went out to meet Asa and said to him, “Listen to me, Asa and all Judah and Benjamin. The LORD is with you when you are with Him. If you seek Him, He will be found by you, but if you forsake Him, He will forsake you.	Tua ciangin Asa a dawntuah dingin amah pai-in ama kiangah, “Asa, le Judah mite le Benjamin mite aw, ka thu ngai un. Note amah tawh na om laiteng uh note tawh Topa hong om hi. Amah na zon uhleh amah na mu ding uh a, ahih hangin amah na nusiat uhleh amah in note hong nusia ding hi.
For I was ashamed to ask the king for soldiers and horsemen to protect us from enemies on the road, because we had told the king, “The gracious hand of our God is on everyone who looks to Him, but His great anger is against all who forsake Him.”	Bang hang hiam cih leh kumpipa kiangah, “Ka Pasian un amah a zong mite khempeuh ompihin amau a dingin a hoih na sem a, amah a nusiate khempeuh tungah amah heh hi,” ci-in gen khin ka hih manun lampi-ah kote hong kha dingin galkapte le sakol tung tuangte kumpipa kiangah ka nget ding ka mai a zum hi.
Wherever you hear the sound of the trumpet, join us there. Our God will fight for us!”	Peengkul kitum na zakna peuhpeuh panun ko kiangah hong kikhawm un. I Pasian in eite a dingin hong dosak ding hi,” ka ci hi.
The Spirit of God has made me, and the breath of the Almighty gives me life.	Bang hang hiam cih leh Pasian’ kha in kei hong sawl a, Vanglianpa in kei tungah nuntakna hu hong pia hi.
As for God, His way is perfect; the word of the LORD is flawless. He is a shield to all who take refuge in Him.	Hih Pasian - a thu kicing a, Topa’ kamciamna a manna kilang hi. Amah a belte khempeuh a dingin kidalna lum ahi hi.
Whom have I in heaven but You? And earth has nothing I desire besides You.	Nang simloh vantungah kua nei ka hi hiam? Nang simloh ka deih ding leitungah kuamah om lo hi.
The horse is prepared for the day of battle, but victory belongs to the LORD.	Galdo nadingin sakolte a baihsa-in kikoih a, ahi zongin galzawhna pen Topa’ hang hizaw hi.
In the day of prosperity be joyful, but in the day of adversity consider this: God has made the one as well as the other, so that man cannot discover anything that will come after him.	Nopna na ngah laitakin lungdam in; haksatna na tuah ciangin hih thu ngaihsun in: Lungdamna le lungkhamna hong piapa pen Pasian hi a, mai lamah bang piang ding cih kuamah in thei lo hi.
